,expId,Compound,Catalog.No.,Rack.Number,M.w.,CAS.Number,Form,Targets..as.supplied.,Target.class..11Mar15.,Molecule.Type,Target.Species,Target.Type,Information,Smiles,Max.Solubility.in.DMSO,URL,Pathway,Plate,Position
943,3,Diosmin,S2292,L1700-10,608.55,520-27-4,free base,Others,Other,Semisynthetic,Mammalian,Other,Diosmin is a semisynthetic phlebotropic agent and a member of the flavonoid family.,[C@@H]1([C@H]([C@@H](O[C@H]([C@H]1O)C)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC4=C(C(=C3)O)C(C=C(O4)C5=CC(=C(C=C5)OC)O)=O)O)O)O)O)O,10,http://www.selleckchem.com/products/Diosmin.html,Others,3,h7
944,3,7-Aminocephalosporanic acid,S2530,L1700-12,272.28,957-68-6,free base,Others,Other,Synthetic small molecule,Bacteria,Metabolism-related,7-Aminocephalosporanic acid is used for synthesis of cephalosporin antibiotics and intermediates.,N12[C@](SCC(=C1C(O)=O)COC(C)=O)([C@H](C2=O)N)[H],10,http://www.selleckchem.com/products/7-Aminocephalosporanic-acid.html,Others,3,h8
945,3,Glycyrrhizic Acid,S2302,L1700-10,822.93,1405-86-3,free base,Others,11Beta-HSD,Synthetic small molecule,Mammalian,Metabolism-related,Glycyrrhizic acid is a widely used anti-inflammatory agent isolated from the licorice root.,C1[C@@H](C([C@]2([C@](C1)([C@]3([C@@](CC2)([C@]4(C(=CC3=O)[C@@]5([C@@](CC4)(CC[C@@](C5)(C(O)=O)C)C)[H])C)C)[H])C)[H])(C)C)O[C@H]6O[C@@H]([C@H]([C@@H]([C@@H]6O[C@@H]7O[C@@H]([C@H]([C@@H]([C@@H]7O)O)O)C(O)=O)O)O)C(O)=O,142,http://www.selleckchem.com/products/Glycyrrhizic-acid.html,Others,3,h9
946,3,Acetanilide,S2538,L1700-12,135.16,103-84-4,free base,Others,Other,,Mammalian,Other,Acetanilide is an aniline derivative with analgesic properties.,CC(=O)NC1=CC=CC=C1,199,http://www.selleckchem.com/products/Acetanilide-Antifebrin.html,Others,3,h10
947,3,Icariin,S2312,L1700-10,676.66,489-32-7,free base,PDE,PDE,Synthetic small molecule,Mammalian,Metabolism-related,Icariin is a cGMP-specific PDE5 inhibitor with IC50 of 0.432 muM; 167-fold more selective for PDE5 than PDE4.,[C@H]1([C@H]([C@@H]([C@H](C(O1)OC2C=C(C3=C(C=2CC=C(C)C)OC(=C(C3=O)OC4O[C@H]([C@@H]([C@H]([C@@H]4O)O)O)C)C5=CC=C(C=C5)OC)O)O)O)O)CO,73,http://www.selleckchem.com/products/Icariin.html,Metabolism,3,h11
948,3,Trospium chloride ,S2549,L1700-12,427.96,10405-02-4,chloride,AChR,Acetylcholine Receptor,,Mammalian,Receptor,Trospium chloride (Sanctura) is a competitive muscarinic cholinergic receptor antagonist.,[Cl-].[C@]12(CC[C@@]([N+]31CCCC3)(C[C@@H](C2)OC(C(C4=CC=CC=C4)(C5=CC=CC=C5)O)=O)[H])[H],95,http://www.selleckchem.com/products/Trospium-chloride-Sanctura.html,Neuronal Signaling,3,h12
949,3,(+)-Matrine,S2322,L1700-10,248.36,519-02-8,free base,Opioid Receptor,Other,Natural product,Mammalian,Other,Matrine ((+)-Matrine) is an alkaloid found in plants from the Sophora family; which has a variety of pharmacological effects; including anti-cancer effects; and action as a kappa opioid receptor agonist.,C1CCN2[C@]3([C@]1(CN4[C@@]([C@](CCC2)3[H])(CCCC4=O)[H])[H])[H],10,http://www.selleckchem.com/products/Matrine((+)-Matrine).html,Neuronal Signaling,3,h13
950,3,Terbinafine HCl ,S2557,L1700-12,327.89,78628-80-5,hydrochloride,Others,Other,Synthetic small molecule,Fungus,Other,Terbinafine hydrochloride (Lamisil) is a hydrochloride salt of terbinafine that is a synthetic allylamine antifungal and a squalene epoxidase inhibitor with an IC50 of 30 nM for Candida albicans.,C1(=CC2=C(C=C1)C(=CC=C2)CN(C/C=C/C#CC(C)(C)C)C).Cl,201,www.selleckchem.com/products/Terbinafine-hydrochloride(Zabel).html,Others,3,h14
951,3,Nobiletin,S2333,L1700-10,402.39,478-01-3,free base,Others,Other,Natural product,N/A,Other,Nobiletin; a citrus flavonoid isolated from citrus peels like in tangerine; which has anti-inflammatory and anti-tumor activities.,C1(=C(C(=C2C(=C1OC)OC(=CC2=O)C3=CC(=C(C=C3)OC)OC)OC)OC)OC,201,http://www.selleckchem.com/products/Nobiletin(Hexamethoxyflavone).html,Others,3,h15
952,3,Phenylephrine HCl,S2569,L1700-12,203.67,61-76-7,hydrochloride,Adrenergic Receptor,Adrenergic Receptor,,Mammalian,Receptor,Phenylephrine hydrochloride is a selective A1-adrenergic receptor agonist.,C1(=CC=CC(=C1)[C@](CNC)(O)[H])O.Cl,201,http://www.selleckchem.com/products/Phenylephrine-hydrochloride.html,GPCR & G Protein,3,h16
953,3,Phloretin,S2342,L1700-10,274.27,60-82-2,free base,Others,Other,Natural product,Mammalian,Other,Phloretin is a dihydrochalcone found in apple tree leaves; which shows beneficial effects on diabetes.,C1(=CC(=C(C(=C1)O)C(CCC2=CC=C(C=C2)O)=O)O)O,200,http://www.selleckchem.com/products/Phloretin(Dihydronaringenin).html,Others,3,h17
954,3,Trazodone HCl ,S2582,L1700-12,408.32,25332-39-2,hydrochloride,5-HT Receptor,SLC6A4 (SERT),Synthetic small molecule,Mammalian,Signaling-related,Trazodone is an antidepressant belonging to the class of serotonin receptor antagonists and reuptake inhibitors for treatment of anxiety disorders.,C1(=CC=C(C=C1Cl)N2CCN(CC2)CCCN3C(N4C(=N3)C=CC=C4)=O).Cl,10,http://www.selleckchem.com/products/trazodone-hydrochloride-desyrel.html,Neuronal Signaling,3,h18
955,3,Salinomycin,S2352,L1700-10,751,53003-10-4,free base,Others,Other,Synthetic small molecule,Bacteria,Other,Salinomycin is an antibacterial and coccidiostat ionophore therapeutic drug.,C1[C@H]([C@@]2(O[C@@]([C@@H]1C)([C@@H](C(=O)[C@@H]([C@@H](O)[C@H]([C@@]3(O[C@](CC[C@H]3C)([C@H](C(=O)O)CC)[H])[H])C)C)CC)[H])O[C@]4([C@@H](C=C2)O)CC[C@](O4)([C@@]5(O[C@H]([C@](CC5)(CC)O)C)[H])C)C,10,http://www.selleckchem.com/products/Salinomycin(Procoxacin).html,Others,3,h19
956,3,Pramiracetam,S2594,L1700-12,269.38,68497-62-1,free base,Others,Other,,Mammalian,Other,Pramiracetam is a more potent nootropic drug derived from piracetam.,C(C(=O)NCCN(C(C)C)C(C)C)N1C(CCC1)=O,200,http://www.selleckchem.com/products/pramiracetam.html,Others,3,h20
957,3,Synephrine,S2362,L1700-10,167.21,94-07-5,free base,Adrenergic Receptor,Adrenergic Receptor,,Mammalian,Receptor,Synephrine; a natural protoalkaloid in the extract of bitter orange and other citrus species; is commonly used for weight loss.,C1=C(C=CC(=C1)C(O)CNC)O,10,http://www.selleckchem.com/products/Synephrine(Oxedrine).html,GPCR & G Protein,3,h21
958,3,Idebenone,S2605,L1700-12,338.44,58186-27-9,free base,Others,ROS,Synthetic small molecule,Mammalian,ROS,Idebenone is a synthetic analog of coenzyme Q10 (CoQ10) and a brain stimulant.,C1(C(=C(C(C(=C1C)CCCCCCCCCCO)=O)OC)OC)=O,200,http://www.selleckchem.com/products/idebenone.html,Others,3,h22
959,3,GW9508,S8014,L1700-21,347.41,885101-89-3,free base,GPR,GPR,Synthetic small molecule,Mammalian,Receptor,GW9508 is a potent and selective agonist for FFA1 (GPR40) with pEC50 of 7.32; 100-fold selective against GPR120; stimulates insulin secretion in a glucose-sensitive manner.,C(=O)(CCC1=CC=C(NCC2C=C(OC3=CC=CC=C3)C=CC=2)C=C1)O,198,http://www.selleckchem.com/products/gw9508.html,Endocrinology & Hormones,3,h23
960,3,Tyrphostin AG 1296,S8024,L1700-21,266.29,146535-11-7,free base,FGFR;c-Kit;PDGFR,PDGFR;KIT,Synthetic small molecule,Mammalian,Kinase,Tyrphostin AG 1296 is an inhibitor of PDGFR with IC50 of 0.3-0.5 muM; no activity to EGFR.,N1C(=CN=C2C=C(C(=CC=12)OC)OC)C3C=CC=CC=3,22,http://www.selleckchem.com/products/tyrphostin-ag-1296-ag-1296.html,Protein Tyrosine Kinase,3,h24
961,3,Rasagiline Mesylate,S2102,L1700-09,267.34,161735-79-1,mesylate,MAO,MAO,,Mammalian,Metabolism-related,Rasagiline Mesylate is a new MAO-B inhibitor for the treatment of idiopathic Parkinson's disease.,C1(=CC=C2C(=C1)[C@H](CC2)NCC#C).O=S(=O)(C)O,198,http://www.selleckchem.com/products/rasagiline-mesylate.html,Metabolism,3,i1
962,3,Vanillylacetone,S2371,L1700-11,194.23,122-48-5,free base,Others,Other,Natural product,Mammalian,Other,Vanillylacetone is similar in chemical structure to other flavor chemicals such as vanillin and eugenol and is used as a flavor additive in spice oils and in perfumery to introduce spicy aromas.,C1=C(C(=CC(=C1)CCC(C)=O)OC)O,10,http://www.selleckchem.com/products/Vanillylacetone.html,Others,3,i2
963,3,Ibutilide Fumarate,S2118,L1700-09,885.23,122647-32-9,fumarate,Sodium Channel,Sodium Channel,Synthetic small molecule,Mammalian,Channel,Ibutilide Fumarate is a Class III antiarrhythmic agent that is indicated for acute cardioconversion of atrial fibrillation and atrial flutter of a recent onset to sinus rhythm by induction of slow inward sodium current; which prolongs action potential and refractory period of myocardial cells.,CS(=O)(=O)NC1(C=CC(=CC=1)C(CCCN(CCCCCCC)CC)O).C(/C=C/C(=O)O)(=O)O.CS(=O)(=O)NC2C=CC(=CC=2)C(CCCN(CCCCCCC)CC)O,100,http://www.selleckchem.com/products/ibutilide-fumarate.html,Transmembrane Transporters,3,i3
964,3,Dioscin,S2379,L1700-11,869.04,19057-60-4,free base,Others,Other,Natural product,Mammalian,Other,Dioscin is a saponin extracted and isolated from Polygonatum Zanlanscianense Pamp; showing antitumor activities.,[C@H]1([C@H]([C@@H](O[C@]([C@H]1O)(O[C@H]2[C@H](O)[C@H]([C@@](O[C@H]2CO)(O[C@H]3CC4[C@](CC3)([C@]5([C@@](CC=4)([C@]6([C@](CC5)([C@]7([C@](C6)(O[C@]8([C@@H]7C)OC[C@@H](CC8)C)[H])[H])C)[H])[H])[H])C)[H])O[C@]9([C@@H]([C@@H]([C@H]([C@@H](O9)C)O)O)O)[H])[H])C)O)O,200,http://www.selleckchem.com/products/Dioscin(Collettiside-III).html,Others,3,i4
965,3,S- (+)-Rolipram,S2127,L1700-09,275.34,85416-73-5,free base,PDE,PDE,Synthetic small molecule,Mammalian,Metabolism-related,S-(+)-Rolipram inhibits human monocyte cyclic AMP-specific PDE4 with IC50 of 0.75 muM; has anti-inflammatory and anti-depressant activity in the central nervous system; less potent than its R enantiomer.,C1(=C(C=C(C=C1)[C@H]2CNC(C2)=O)OC3CCCC3)OC,199,http://www.selleckchem.com/products/sRolipram.html,Metabolism,3,i5
966,3,Lappaconite HBr,S2387,L1700-11,665.61,97792-45-5,hydrobromide,Others,Other,Natural product,Mammalian,Other,Lappaconite Hydrobromide is a kind of alkaloid extracted from Aconitum sinomontanum Nakai and has anti-inflammatory effects.,C1(C[C@@]2([C@@]3([C@@]4([C@@H]1OC)[C@@]5([C@]6([C@@]([C@H](C3)C4N(C2)CC)(C[C@@H]([C@]([C@@H]6OC)(C5)[H])OC)O)O)[H])[H])OC(C7=C(C=CC=C7)NC(=O)C)=O).Br,42,http://www.selleckchem.com/products/Lappaconite-Hydrobromide.html,Others,3,i6
967,3,Sitafloxacin Hydrate,S2152,L1700-09,436.84,163253-35-8,free base,Others,Other,Synthetic small molecule,Bacteria,Metabolism-related,Sitafloxacin Hydrate is a new-generation; broad-spectrum oral fluoroquinolone antibiotic.,N1(C=C(C(C2C=C(C(=C(C1=2)Cl)N3CC4(CC4)[C@H](C3)N)F)=O)C(=O)O)[C@H]5([C@H](C5)F).[R],10,http://www.selleckchem.com/products/Sitafloxacin(DU-6859A).html,Others,3,i7
968,3,Rheochrysidin,S2395,L1700-11,284.26,521-61-9,free base,Others,Other,Natural product,Mammalian,Other,Physcion is a anthraquinone from roots of Rheum officinale Baill.,C1(=CC(=C2C(=C1)C(C3=C(C2=O)C(=CC(=C3)OC)O)=O)O)C,21,http://www.selleckchem.com/products/Rheochrysidin-Physcione.html,Others,3,i8
969,3,PF-4708671,S2163,L1700-09,390.41,1255517-76-0,free base,S6 Kinase,S6K1,Synthetic small molecule,Mammalian,Kinase,PF-4708671 is a cell-permeable inhibitor of p70 ribosomal S6 kinase (S6K1 isoform) with Ki/IC50 of 20 nM/160 nM; 400-fold greater selectivity for S6K1 than S6K2; and 4- and >20-fold selectivity for S6K1 than MSK1 and RSK1/2; respectively. First S6K1-specific inhibitor to be reported.,N1C(=NC2=C1C=CC(=C2)C(F)(F)F)CN3CCN(C4=NC=NC=C4CC)CC3,76,http://www.selleckchem.com/products/pf-4708671.html,PI3K/Akt/mTOR,3,i9
970,3,Chrysophanic Acid,S2406,L1700-11,254.24,481-74-3,free base,mTOR;EGFR,Other,Natural product,Mammalian,Other,Chrysophanic acid (Chrysophanol); a natural anthraquinone isolated from Dianella longifolia; is a EGFR/mTOR pathway inhibitor.,C1=CC(=C2C(=C1)C(C3=C(C2=O)C(=CC(=C3)C)O)=O)O,10,http://www.selleckchem.com/products/Chrysophanic-acid-Chrysophanol.html,Protein Tyrosine Kinase,3,i10
971,3,MLN9708,S2181,L1700-09,517.12,1201902-80-8,free base,Proteasome,Proteasome,Synthetic small molecule,Mammalian,Protease,MLN9708 immediately hydrolyzed to MLN2238; the biologically active form; on exposure to aqueous solutions or plasma. MLN2238 inhibits the chymotrypsin-like proteolytic (Beta5) site of the 20S proteasome with IC50/Ki of 3.4 nM/0.93 nM; less potent to Beta1 and little activity to Beta2. Phase 3.,C1=CC(=CC(=C1Cl)C(NCC(N[C@H](B2OC(CC(O2)=O)(C(=O)O)CC(=O)O)CC(C)C)=O)=O)Cl,199,http://www.selleckchem.com/products/MLN9708.html,Proteases,3,i11
972,3,Astragaloside A,S2415,L1700-11,784.97,83207-58-3,free base,TGF-beta/Smad,Other,Natural product,Mammalian,Other,Astragaloside A (Astragaloside IV) is the primary pure saponin isolated from Astragalus membranaceus; which has been widely used for the treatment of cardiovascular diseases.,[C@@H]1([C@@H]([C@H]([C@@H](OC1)O[C@@H]2C([C@]3([C@]4(CC2)[C@@]5([C@@](C[C@@H]3O[C@@H]6O[C@@H]([C@H]([C@@H]([C@@H]6O)O)O)CO)([C@]7([C@](CC5)([C@@]([C@H](C7)O)([C@@]8(CC[C@@H](O8)C(C)(C)O)C)[H])C)C)[H])C4)[H])(C)C)O)O)O,10,http://www.selleckchem.com/products/astragaloside-a.html,TGF-beta/Smad,3,i12
973,3,R406,S2194,L1700-09,628.63,841290-81-1,besylate,Syk;FLT3,SYK;FLT3,Synthetic small molecule,Mammalian,Kinase,R406 is a potent Syk inhibitor with IC50 of 41 nM; strongly inhibits Syk but not Lyn; 5-fold less potent to Flt3. Phase 2.,C1(=C(C=C(C=C1OC)NC2=NC(=C(C=N2)F)NC3=NC4=C(C=C3)OC(C(N4)=O)(C)C)OC)OC.C5=CC=CC(=C5)S(O)(=O)=O,200,http://www.selleckchem.com/products/R406.html,Angiogenesis,3,i13
974,3,Inosine,S2442,L1700-11,268.23,58-63-9,free base,Others,Other,Metabolite,N/A,N/A,Inosine is a nucleoside that is formed when hypoxanthine is attached to a ribose ring via a Beta-N9-glycosidic bond.,O1[C@@H]([C@H]([C@H]([C@H]1N2C3=C(N=C2)C(NC=N3)=O)O)O)CO,10,http://www.selleckchem.com/products/inosine.html,Others,3,i14
975,3,Vinflunine Tartrate,S2209,L1700-09,967.02,1201898-17-0,tartrate,Microtubule Associated,Microtubules,,Mammalian,Cytoskeleton,Vinflunine is a new vinca alkaloid uniquely fluorinated with the properties of mitotic-arresting and tubulin-interacting activity. Phase 2/3.,C1(=C(C=C2C(=C1)[C@]34[C@@](N2C)([C@@]([C@@H]([C@]5([C@]3(N(CC=C5)CC4)[H])CC)OC(C)=O)(O)C(OC)=O)[H])OC)[C@@]6(C7=C(C8=C(N7)C=CC=C8)CN9C[C@@H](C[C@H](C6)C9)C(C)(F)F)C(OC)=O.C([C@@H]([C@H](C(=O)O)O)O)(=O)O,199,http://www.selleckchem.com/products/Vinflunine-Tartrate.html,Cytoskeletal Signaling,3,i15
976,3,Bupivacaine HCl ,S2454,L1700-11,324.89,18010-40-7,hydrochloride,cAMP,Sodium Channel,Synthetic small molecule,Mammalian,Channel,Bupivacaine hydrochloride(Marcain) is a more potent cAMP production inhibitor with an IC50 of 2.3 muM,C1(=CC=C(C(=C1C)NC(C2N(CCCC2)CCCC)=O)C).Cl,200,selleckchem.com/products/Bupivacaine-hydrochloride(Marcain).html,GPCR & G Protein,3,i16
977,3,Apatinib,S2221,L1700-09,493.58,811803-05-1,sulfate,VEGFR,VEGFR,Synthetic small molecule,Mammalian,Kinase,Apatinib is an orally bioavailable; selective VEGFR2 inhibitor with IC50 of 1 nM.,S(=O)(O)(C)=O.C1=CN=C(C(=C1)C(NC2=CC=C(C=C2)C3(CCCC3)C#N)=O)NCC4=CC=NC=C4,44,http://www.selleckchem.com/products/Apatinib-YN968D1.html,Protein Tyrosine Kinase,3,i17
978,3,Estriol,S2466,L1700-11,288.39,50-27-1,free base,Estrogen/progestogen Receptor,Estrogen/progesterone receptor,Synthetic small molecule,Mammalian,Receptor,Estriol is an antagonist of the G-protein coupled estrogen receptor in estrogen receptor-negative breast cancer cells.,C1=C(C=C2C(=C1)[C@]3([C@@](CC2)([C@]4([C@](CC3)([C@@H]([C@@H](C4)O)O)C)[H])[H])[H])O,197,http://www.selleckchem.com/products/Estriol(Oestriol).html,Endocrinology & Hormones,3,i18
979,3,Telatinib,S2231,L1700-09,409.83,332012-40-5,free base,VEGFR;PDGFR;c-Kit,KIT;VEGFR,Synthetic small molecule,Mammalian,Kinase,Telatinib is a potent inhibitor of VEGFR2/3; c-Kit and PDGFRBeta with IC50 of 6 nM/4 nM; 1 nM and 15 nM; respectively. Phase 2.,N1=C(C2=C(C(=N1)OCC3=CC(=NC=C3)C(=O)NC)OC=C2)NC4=CC=C(C=C4)Cl,200,http://www.selleckchem.com/products/Telatinib-BAY-57-9352.html,Protein Tyrosine Kinase,3,i19
980,3,Lincomycin HCl ,S2479,L1700-11,443,859-18-7,hydrochloride,Others,Other,Natural product,Bacteria,Other,Lincomycin hydrochloride (Lincocin) is the monohydrated salt of lincomycin; a substance produced by the growth of a member of the lincolnensis group of Streptomyces lincolnensis.,[C@@H]1([C@@H]([C@H]([C@H](O[C@]1([C@@H]([C@@H](C)O)NC(=O)[C@@H]2C[C@H](CN2C)CCC)[H])SC)O)O)O.Cl,200,http://www.selleckchem.com/products/Lincomycin-hydrochloride(Lincocin).html,Others,3,i20
981,3,Abiraterone Acetate,S2246,L1700-09,391.55,154229-18-2,acetate,P450 (e.g. CYP17),CYP17,,Mammalian,Metabolism-related,Abiraterone Acetate is an acetate salt form of Abiraterone which is a steroidal cytochrome CYP17 inhibitor with IC50 of 72 nM.,N1=CC(=CC=C1)C2[C@@]3([C@@](CC=2)([C@@]4([C@@](CC3)([C@@]5(C(=CC4)C[C@H](CC5)OC(C)=O)C)[H])[H])[H])C,10,http://www.selleckchem.com/products/Abiraterone-Acetate-CB7630.html,Metabolism,3,i21
982,3,Nateglinide,S2489,L1700-11,317.42,105816-04-4,free base,Potassium Channel,Potassium Channel,,Mammalian,Channel,Nateglinide is an insulin secretagog agent that lowers blood glucose levels by stimulating insulin secretion from the pancreas.,C1[C@H](CC[C@@H](C1)C(N[C@H](CC2=CC=CC=C2)C(=O)O)=O)C(C)C,198,http://www.selleckchem.com/products/Nateglinide(Starlix).html,Transmembrane Transporters,3,i22
983,3,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,i23
984,3,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,i24
985,3,Esculin,S2258,L1700-10,340.28,531-75-9,free base,Others,Other,Natural product,N/A,Other,Esculin is a glucoside found in horse chestnuts.,C1(=C(C=C2C(=C1)OC(C=C2)=O)O[C@@H]3O[C@@H]([C@H]([C@@H]([C@@H]3O)O)O)CO)O,199,http://www.selleckchem.com/products/Aesculin(Esculin).html,Others,3,j1
986,3,D-Pantothenic acid,S2498,L1700-12,219.24,79-83-4,free base,Others,N/A,Metabolite,Mammalian,N/A,D-Pantothenic acid is a water-soluble vitamin and an essential nutrient for for many animals.,OCC([C@](C(NCCC(O)=O)=O)(O)[H])(C)C,200,http://www.selleckchem.com/products/Pantothenic-acid(pantothenate).html,Others,3,j2
987,3,Asiatic Acid,S2266,L1700-10,488.7,464-92-6,free base,p38 MAPK,Other,Natural product,Mammalian,Other,Asiatic acid is the aglycone of asiaticoside isolated from the plant Centella asiatica; commonly used in wound healing. ,[C@@H]1([C@@H]([C@]([C@]2([C@](C1)([C@]3([C@@](CC2)([C@]4(C(=CC3)[C@@]5([C@@](CC4)(CC[C@H]([C@H]5C)C)C(O)=O)[H])C)C)[H])C)[H])(CO)C)O)O,200,http://www.selleckchem.com/products/Asiatic-acid.html,MAPK,3,j3
988,3,Sotalol ,S2509,L1700-12,308.82,959-24-0,hydrochloride,Adrenergic Receptor,Adrenergic Receptor,,Mammalian,Receptor,Sotalol (Betapace) is a non-selective beta blocker and a potassium channel blocker with an IC50 of 43 muM,C1(=CC=C(C=C1)NS(C)(=O)=O)C(CNC(C)C)O.Cl,200,http://www.selleckchem.com/products/Sotalol-hydrochloride(Betapace).html,Neuronal Signaling,3,j4
989,3,Chlorogenic Acid,S2280,L1700-10,354.31,327-97-9,free base,Others,Other,Natural product,N/A,Other,Chlorogenic acid is a hydroxycinnamic acid and a member of a family of naturally occurring organic compounds.,C1[C@H]([C@H]([C@@H](C[C@]1(C(=O)O)O)OC(/C=C/C2=CC(=C(C=C2)O)O)=O)O)O,10,http://www.selleckchem.com/products/Chlorogenic-acid.html,Others,3,j5
990,3,L-Adrenaline,S2522,L1700-12,183.2,51-43-4,free base,Adrenergic Receptor,Adrenergic Receptor,,Mammalian,Receptor,L-Adrenaline belongs to a group of the compounds known as catecholamines.,C1(=C(C=CC(=C1)[C@@H](O)CNC)O)O,21,http://www.selleckchem.com/products/L-Adrenaline-Epinephrine.html,Neuronal Signaling,3,j6
991,3,DL-Carnitine HCl,S2293,L1700-10,197.66,461-05-2,hydrochloride,Others,Other,Synthetic small molecule,Mammalian,Other,DL-Carnitine hydrochloride is a quaternary ammonium compound biosynthesized from the amino acids lysine and methionine.,OC(CC(O)C[N+](C)(C)C)=O.[Cl-],202,http://www.selleckchem.com/products/DL-Carnitine-hydrochloride.html,Others,3,j7
992,3,Asaraldehyde,S2531,L1700-12,196.2,4460-86-0,free base,COX,COX,,Mammalian,Metabolism-related,Asaraldehyde is a natural COX-2 inhibitor; exhibiting 17-fold selectivity over COX-1.,C1(=C(C=C(C(=C1)C=O)OC)OC)OC,198,http://www.selleckchem.com/products/Asaraldehyde-Asaronaldehyde.html,Neuronal Signaling,3,j8
993,3,Gossypol,S2303,L1700-10,518.56,303-45-7,free base,Others,Other,Natural product,Mammalian,Other,Gossypol is a polyphenolic aldehyde that permeates cells and acts as an inhibitor for several dehydrogenase enzymes.,C1(=C(C(=C(C2=C1C(=C(C(=C2)C)C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)O)C(C)C)O)O)C(C)C)O)O)C=O,10,http://www.selleckchem.com/products/Gossypol.html,Others,3,j9
994,3,Lomefloxacin HCl ,S2539,L1700-12,387.81,98079-52-8,hydrochloride,Others,Other,Synthetic small molecule,Bacteria,Metabolism-related,Lomefloxacin hydrochloride (Maxaquin) is a hydrochloride salt of lomefloxacin and is a fluoroquinolone antibiotic.,C1(=C(C=C2C(=C1F)N(C=C(C2=O)C(=O)O)CC)F)N3(CCNC(C3)C).Cl,10,http://www.selleckchem.com/products/Lomefloxacin-hydrochloride-Maxaquin.html,Others,3,j10
995,3,Indole-3-carbinol,S2313,L1700-10,147.18,700-06-1,free base,Others,Other,Natural product,N/A,Other,Indole-3-carbinol is produced by the breakdown of the glucosinolate glucobrassicin; which can be found at relatively high levels in cruciferous vegetables.,C1=CC=CC2=C1C(=CN2)CO,197,http://www.selleckchem.com/products/Indole-3-carbinol.html,Others,3,j11
996,3,Tolterodine tartrate,S2550,L1700-12,475.57,124937-52-6,tartrate,AChR,Acetylcholine Receptor,,Mammalian,Receptor,Tolterodine tartrate (Detrol LA) is a tartrate salt of tolterodine that is a competitive muscarinic receptor antagonist.,C1(=C(C=C(C(=C1)O)[C@@H](C2=CC=CC=C2)CCN(C(C)C)C(C)C)C).O=C(O)[C@@H]([C@H](C(O)=O)O)O,199,http://www.selleckchem.com/products/Tolterodine-tartrate-Detrol-LA.html,Neuronal Signaling,3,j12
997,3,Methyl-Hesperidin,S2323,L1700-10,642.6,11013-97-1,free base,Others,Other,Natural product,N/A,Other,Methyl Hesperidin is a flavanone glycoside (flavonoid) (C28H34O15) found abundantly in citrus fruits. Its aglycone form is called hesperetin.,[C@H]1([C@H]([C@H]([C@@H](O[C@@H]1C)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=C3)O[C@@H](CC4=O)C5=CC=C(C(=C5)O)OC)O)O)O)O)O)O)O.CO,10,http://www.selleckchem.com/products/Methyl-Hesperidin.html,Others,3,j13
998,3,Cortisone acetate ,S2559,L1700-12,402.48,50-04-4,free base,Others,Glucocorticoid Receptor,Synthetic small molecule,Mammalian,Receptor,Cortisone acetate (Cortone) is an acetate salt form of cortisone that is a steroid hormone and a glucocorticoid.,C1C(C=C2[C@](C1)([C@]3([C@@](CC2)([C@]4([C@](CC3=O)([C@@](CC4)(C(COC(C)=O)=O)O)C)[H])[H])[H])C)=O,17,http://www.selleckchem.com/products/Cortisone-acetate-Cortone.html,Others,3,j14
999,3,Oleanolic Acid,S2334,L1700-10,456.7,508-02-1,free base,Others,Other,Natural product,Virus,Other,Oleanolic Acid is a non-toxic; hepatoprotective triterpenoid found in Phytolacca Americana; which exerts antitumor and antiviral properties.,C1[C@@H](C([C@]2([C@](C1)([C@]3([C@@](CC2)([C@]4(C(=CC3)[C@@]5(C(CC4)[C@@H](CC(C5)(C)C)C(=O)O)[H])C)C)[H])C)[H])(C)C)O,45,http://www.selleckchem.com/products/Oleanolic-Acid(Caryophyllin).html,Others,3,j15
1000,3,Streptomycin sulfate,S2572,L1700-12,1457.38,3810-74-0,sulfate,Others,Other,Synthetic small molecule,Bacteria,Other,Streptomycin sulfate is a sulfate salt of streptomycin that is a protein synthesis inhibitor.,S(=O)(=O)(O)O.S(=O)(=O)(O)O.S(=O)(=O)(O)O.[C@H]1([C@H]([C@]([C@H]([C@@H]([C@@H]1NC(N)=N)O)NC(=N)N)([H])O[C@H]2[C@H](O[C@@]3(O[C@@H]([C@@H]([C@H]([C@@H]3NC)O)O)CO)[H])[C@]([C@@H](O2)C)(O)C=O)O)O.[C@H]4([C@H]([C@]([C@H]([C@@H]([C@@H]4NC(N)=N)O)NC(=N)N)([H])O[C@H]5[C@H](O[C@@]6(O[C@@H]([C@@H]([C@H]([C@@H]6NC)O)O)CO)[H])[C@]([C@@H](O5)C)(O)C=O)O)O,200,http://www.selleckchem.com/products/streptomycin-sulfate.html,Others,3,j16
