"","expId","Compound","Catalog.No.","Rack.Number","M.w.","CAS.Number","Form","Targets..as.supplied.","Target.class..11Mar15.","Molecule.Type","Target.Species","Target.Type","Information","Smiles","Max.Solubility.in.DMSO","URL","Pathway","Plate","Position","Screen","phenotypic_Marker","0","2","4","6","8","10","12","14","16","18","20","22","24","phenotypic_Marker","0","2","4","6","8","10","12","14","16","18","20","22","24","phenotypic_Marker","0","2","4","6","8","10","12","14","16","18","20","22","24"
"817","2","Bexarotene","S2098","L1700-09",348,"153559-49-0","free base","Others","RXR","Synthetic small molecule","Mammalian","Receptor","Bexarotene is a retinoid specifically selective for retinoid X receptors; used as an oral antineoplastic agent in the treatment of cutaneous T-cell lymphoma.","C12=C(C=C(C(=C1)C)C(C3=CC=C(C=C3)C(=O)O)=C)C(CCC2(C)C)(C)C",22,"http://www.selleckchem.com/products/bexarotene.html","Others",3,"c1","ENTER_SCREEN_NAME","Confluency",74.67609,69.44492,69.04338,70.04015,70.53024,70.67984,70.33004,70.9858,70.92842,71.37118,71.20383,72.10571,72.08118,"Sytox Green",94.21185,233.9053,269.6408,343.4323,426.5059,506.7948,543.9226,571.7684,576.8735,582.4427,571.3044,575.9453,580.1222,"mCherry",8,9,8,10,9,8,7,7,5,2,1,1,1
"818","2","Theobromine","S2368","L1700-11",180.16,"83-67-0","free base","Others","Other","Natural product","Mammalian","Food additive","Theobromine is a xanthine alkaloid widely consumed as stimulants and snacks in coffee and cocoa based foods and most often as part of ingredients in drugs.","N1C(N(C2=C(C1=O)N(C=N2)C)C)=O",10,"http://www.selleckchem.com/products/Theobromine(3;7-Dimethylxanthine).html","Others",3,"c2","ENTER_SCREEN_NAME","Confluency",72.03761,66.75323,65.91209,67.35108,66.87267,67.64922,67.69035,68.09393,67.88809,67.88583,68.03607,68.07749,68.08995,"Sytox Green",83.5376,202.8107,247.8282,339.7196,429.7545,491.9436,538.8175,558.3096,569.4479,569.4479,562.4865,558.7737,555.9891,"mCherry",2,1,6,10,13,14,13,11,7,6,6,5,4
"819","2","Cisatracurium Besylate","S2113","L1700-09",1243.48,"96946-42-8","besylate","Adrenergic Receptor","Adrenergic Receptor","","Mammalian","Receptor","Cisatracurium Besylate is a nondepolarizing neuromuscular blocking agent; antagonizing the action of acetylcholine by inhibiting neuromuscular transmission.","C1(=C(C=C2C(=C1)CC[N@@+]([C@@H]2CC3=CC=C(C(=C3)OC)OC)(CCC(OCCCCCOC(CC[N@@+]4([C@@H](C5=CC(=C(C=C5CC4)OC)OC)CC6=CC=C(C(=C6)OC)OC)C)=O)=O)C)OC)OC.C7(=CC=CC=C7S([O-])(=O)=O).C8=CC=CC=C8S([O-])(=O)=O",200,"http://www.selleckchem.com/products/cisatracurium-besylate-nimbex.html","Neuronal Signaling",3,"c3","ENTER_SCREEN_NAME","Confluency",65.64735,60.937,59.99603,60.93167,60.82039,61.48427,61.00026,61.05021,60.98227,60.88037,61.23113,60.90719,61.43612,"Sytox Green",72.86335,186.1032,229.2643,308.1609,378.7038,441.8211,472.9156,486.8386,500.7615,514.6844,517.0049,515.6126,512.364,"mCherry",3,3,5,11,12,11,7,6,5,5,6,5,4
"820","2","Ammonium Glycyrrhizinate","S2376","L1700-11",839.96,"1407-03-0","glycyrrhizinate","Others","Other","Natural product","Mammalian","Other","Ammonium Glycyrrhizinate is a unique product derived from Licorice root and has an extremely sweet taste.","[C@@]1(CC[C@]2([C@@](C1)(C3[C@@](CC2)([C@]4([C@](C(C=3)=O)([C@]5([C@@](CC4)(C([C@H](CC5)O[C@]6(O[C@@H]([C@H]([C@@H]([C@@H]6O[C@]7([C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)[H])O)O)C(O)=O)[H])(C)C)[H])C)[H])C)C)[H])C)(C)C(O)=O.N",200,"http://www.selleckchem.com/products/Ammonium-Glycyrrhizinate(AMGZ).html","Others",3,"c4","ENTER_SCREEN_NAME","Confluency",63.68445,56.99047,57.57895,58.51084,59.20119,58.33509,58.60449,58.96131,58.64116,57.8928,57.98094,57.87629,58.9449,"Sytox Green",77.96842,193.5288,230.6566,307.2327,378.2397,431.1468,478.9489,499.8333,505.8666,491.4795,491.0154,485.4463,491.4795,"mCherry",2,3,2,3,4,2,1,1,0,0,0,0,0
"821","2","Xylose","S2124","L1700-09",150.13,"25990-60-7","free base","Others","Other","Metablite","Other","Metabolism-related","Xylose is a sugar first isolated from wood. ","OC[C@H]([C@@H]([C@H](C=O)O)O)O",199,"http://www.selleckchem.com/products/Xylose.html","Others",3,"c5","ENTER_SCREEN_NAME","Confluency",54.86742,49.3856,48.61028,49.58184,50.08708,49.49157,49.77683,49.90186,50.19621,49.86176,49.87951,49.95078,50.84589,"Sytox Green",44.55339,157.3291,192.1365,253.3974,325.7966,359.6758,381.9525,397.7318,405.1573,403.301,397.7318,390.3062,393.5549,"mCherry",3,3,4,8,6,4,4,3,3,3,2,2,2
"822","2","Hematoxylin","S2384","L1700-11",302.28,"517-28-2","free base","Others","Other","Natural product","Mammalian","Other","Hematoxylin (Hydroxybrazilin) is a compound that forms strongly colored complexes with certain metal ions; notably Fe(III) and Al(III) salts and a kind of stain in histology.","[C@]12([C@@](C3=C(OC1)C(=C(C=C3)O)O)(C4=C(C2)C=C(C(=C4)O)O)[H])O",201,"http://www.selleckchem.com/products/Hematoxylin(Hydroxybrazilin).html","Others",3,"c6","ENTER_SCREEN_NAME","Confluency",56.67071,49.87776,49.19135,48.91888,49.21671,48.75155,49.08725,49.16892,49.56236,49.51463,49.25203,49.19846,49.66898,"Sytox Green",30.63045,159.1855,192.6006,240.4026,293.7739,311.4096,317.907,338.7914,339.7196,342.0401,334.6145,329.9735,344.3605,"mCherry",0,1,2,0,3,2,1,1,1,0,0,0,0
"823","2","GSK1292263","S2149","L1700-09",456.56,"1032823-75-8","free base","GPR","GPR","Synthetic small molecule","Mammalian","Receptor","GSK1292263 is a novel GPR119 agonist; showing potential for the treatment of type 2 diabetes. Phase 2.","C1(C=CC(=CN=1)OCC2CCN(CC2)C3=NC(=NO3)C(C)C)C4C=CC(=CC=4)S(=O)(=O)C",74,"http://www.selleckchem.com/products/GSK1292263.html","Endocrinology & Hormones",3,"c7","ENTER_SCREEN_NAME","Confluency",54.03325,47.81542,47.10926,46.73676,46.6781,46.78024,46.8881,46.70237,46.98944,47.46693,47.12033,47.48082,47.34986,"Sytox Green",22.74079,182.3904,198.6339,220.9105,246.9,281.7073,298.879,304.4482,312.3378,304.4482,304.4482,300.7354,297.4867,"mCherry",3,2,4,6,6,3,4,4,2,2,0,1,1
"824","2","Sesamin","S2392","L1700-11",354.35,"607-80-7","free base","Others","Other","Natural product","Mammalian","Other","Sesamin; a lignan isolated from the bark of Fagara plants and from sesame oil; exhibits various health benefits.","C12=C(C=CC(=C1)[C@H]3OC[C@]4([C@]3(CO[C@@H]4C5=CC6=C(C=C5)OCO6)[H])[H])OCO2",200,"http://www.selleckchem.com/products/Sesamin(Fagarol).html","Others",3,"c8","ENTER_SCREEN_NAME","Confluency",68.02872,60.66324,59.78093,59.58863,59.9441,60.05054,60.07969,60.24339,60.43606,60.90847,60.16514,60.5223,60.70691,"Sytox Green",32.48684,216.7337,262.2152,357.8194,433.0032,482.6617,509.1153,534.1765,537.4252,542.9944,533.7125,528.1432,518.8613,"mCherry",4,2,5,8,8,9,7,7,7,5,5,3,3
"825","2","KW-2449","S2158","L1700-09",332.4,"1000669-72-6","free base","Aurora Kinase;Bcr-Abl;FLT3","FLT3;ABL","Synthetic small molecule","Mammalian","Kinase","KW-2449 is a multiple-targeted inhibitor; mostly for Flt3 with IC50 of 6.6 nM; modestly potent to FGFR1; Bcr-Abl and Aurora A; little effect on PDGFRBeta; IGF-1R; EGFR. Phase 1.","C1=CC=CC2=C1NN=C2/C=C/C3=CC=C(C=C3)C(=O)N4CCNCC4",201,"http://www.selleckchem.com/products/KW-2449.html","Angiogenesis",3,"c9","ENTER_SCREEN_NAME","Confluency",65.52583,60.83669,58.03435,56.6924,56.30542,55.94571,55.32428,54.80326,54.76767,55.03173,54.26452,54.42548,54.92844,"Sytox Green",37.12782,217.6618,250.1487,294.7021,345.2887,381.0243,394.4831,398.1959,395.8754,399.5882,386.5934,388.9139,387.5216,"mCherry",2,1,0,0,0,0,0,0,0,0,0,0,0
"826","2","Tetrandrine","S2403","L1700-11",622.75,"518-34-3","free base","Calcium Channel","Calcium Channel","","Mammalian","Channel","Tetrandrine; a bis-benzylisoquinoline alkaloid derived from Stephania tetrandra; is a calcium channel blocker.","C1=C2C3=C(C(=C1OC)OC)OC4=C(C=C5C(=C4)[C@@H](N(CC5)C)CC6=CC=C(OC7C(=CC=C(C[C@@H](N(CC2)C)3)C=7)OC)C=C6)OC",22,"http://www.selleckchem.com/products/Tetrandrine-Fanchinine.html","Transmembrane Transporters",3,"c10","ENTER_SCREEN_NAME","Confluency",52.38576,47.56449,46.26647,45.92468,45.7272,44.91331,44.60563,44.29319,44.44499,43.93762,43.8618,44.52334,44.83503,"Sytox Green",30.16636,134.1243,148.0472,165.6829,178.2135,190.2801,200.0261,203.2748,207.4517,213.9491,218.59,214.4132,221.8387,"mCherry",2,0,1,1,1,1,1,1,1,2,0,0,2
"827","2","AG-14361","S2178","L1700-09",320.39,"328543-09-5","free base","PARP","PARP","Synthetic small molecule","Mammalian","Metabolism-related","AG14361 is a potent inhibitor of PARP1 with Ki of <5 nM. It is at least 1000-fold more potent than the benzamides.","C12=C3C=CC=C1N=C(N2CCNC3=O)C4=CC=C(C=C4)CN(C)C",37,"http://www.selleckchem.com/products/AG14361.html","DNA Damage",3,"c11","ENTER_SCREEN_NAME","Confluency",55.57521,49.10186,48.29924,49.2203,50.34202,51.81411,53.12425,53.72828,54.53173,54.60699,55.24918,55.55326,55.16703,"Sytox Green",30.16636,134.5883,180.534,220.9105,250.6128,275.6741,306.3045,332.7581,362.4604,388.9139,413.047,441.8211,465.4901,"mCherry",1,2,13,24,23,15,15,14,12,10,8,7,6
"828","2","Geniposide","S2411","L1700-11",388.37,"24512-63-8","free base","Others","Other","Natural product","Mammalian","Other","Geniposide is an iridoid glycoside isolated from the fruit of Gardenia jasminoides Ellis.","[C@H]1([C@H](O[C@H]([C@@H]([C@@H]1O)O)O[C@@H]2OC=C([C@@]3([C@@]2(C(=CC3)CO)[H])[H])C(=O)OC)CO)O",10,"http://www.selleckchem.com/products/geniposide.html","Others",3,"c12","ENTER_SCREEN_NAME","Confluency",54.6909,48.05127,46.83891,47.40838,46.98355,46.90543,47.39273,47.74401,47.76168,47.40921,46.90106,48.07612,48.51968,"Sytox Green",22.74079,172.1803,208.3799,254.7897,299.343,324.4043,330.9017,341.1118,329.5094,321.1557,315.5865,313.7301,303.0558,"mCherry",3,5,4,5,4,3,2,1,1,0,0,0,0
"829","2","Avasimibe","S2187","L1700-09",501.72,"166518-60-1","free base","P450 (e.g. CYP17)","ACAT;P450","Synthetic small molecule","Mammalian","Metabolism-related","Avasimibe inhibits ACAT with IC50 of 3.3 muM; also inhibits human P450 isoenzymes CYP2C9; CYP1A2 and CYP2C19 with IC50 of 2.9 muM; 13.9 muM and 26.5 muM;","C1=C(C=C(C(=C1C(C)C)CC(NS(OC2=C(C=CC=C2C(C)C)C(C)C)(=O)=O)=O)C(C)C)C(C)C",199,"http://www.selleckchem.com/products/Avasimibe(CI-1011).html","Metabolism",3,"c13","ENTER_SCREEN_NAME","Confluency",48.35117,42.34639,43.4313,43.89302,44.18639,44.28668,44.2822,43.4684,43.94762,43.46979,43.8003,43.89556,44.63238,"Sytox Green",45.48158,178.6776,206.9876,247.3641,296.5585,318.8352,318.8352,306.3045,303.5199,288.6688,294.7021,277.5305,275.6741,"mCherry",2,1,3,9,6,3,1,2,1,0,0,0,0
"830","2","Rotundine","S2437","L1700-11",355.43,"483-14-7","free base","Dopamine Receptor","Dopamine Receptor","","Mammalian","Receptor","Rotundine (L-tetrahydropalmatine; L-THP) is a selective dopamine D1 receptor antagonist with IC50 of 166 nM.","C1=C(C(=C2C(=C1)C[C@@]3(N(C2)CCC4=C3C=C(C(=C4)OC)OC)[H])OC)OC",10,"http://www.selleckchem.com/products/rotundine.html","Neuronal Signaling",3,"c14","ENTER_SCREEN_NAME","Confluency",38.73303,33.97026,33.47697,33.77339,33.39759,33.61003,33.44865,33.21444,33.17908,33.48592,33.05859,33.23768,33.11809,"Sytox Green",27.84587,111.8476,135.5166,167.5393,194.457,217.6618,218.1259,224.6233,219.5182,221.3746,223.231,230.6566,230.1925,"mCherry",1,2,0,3,4,4,4,1,1,1,2,1,0
"831","2","OSI-420","S2205","L1700-09",415.87,"183320-51-6","hydrochloride","EGFR","ERBB","Synthetic small molecule","Mammalian","Kinase","OSI-420 is the active metabolite of Erlotinib (EGFR inhibitor with IC50 of 2 nM).","C1(=C(C=CC=C1NC2=NC=NC3=C2C=C(C(=C3)OCCOC)OCCO)C#C).Cl",199,"http://www.selleckchem.com/products/OSI-420-Desmethyl-Erlotinib;CP-473420.html","Protein Tyrosine Kinase",3,"c15","ENTER_SCREEN_NAME","Confluency",51.27394,44.5373,43.40957,42.86102,42.24046,42.1476,41.412,41.27842,41.10255,41.19297,40.58297,40.76485,41.36617,"Sytox Green",38.98421,149.9036,184.7109,232.513,269.1767,279.3869,291.4534,290.5252,300.7354,301.1995,298.879,309.5532,307.6968,"mCherry",3,4,2,2,3,4,2,2,2,2,3,2,2
"832","2","Amantadine HCl","S2451","L1700-11",187.7,"665-66-7","hydrochloride","Dopamine Receptor","Dopamine Receptor","","Mammalian","Receptor","Amantadine HCl is used to treat or prevent infections of the respiratory tract caused by a certain virus.","C12(CC3CC(C1)CC(C2)(C3)N).Cl",202,"selleckchem.com/products/Amantadine-hydrochloride(Symmetrel).html","Neuronal Signaling",3,"c16","ENTER_SCREEN_NAME","Confluency",47.45078,42.21177,41.32374,41.24845,41.73805,42.13485,41.85554,41.61508,41.27435,41.53243,42.19299,42.19919,42.0549,"Sytox Green",39.91241,140.1575,166.147,208.3799,239.9386,275.21,291.4534,305.8404,302.5917,308.1609,307.6968,300.2713,297.4867,"mCherry",1,2,3,3,3,5,3,1,0,0,0,0,0
"833","2","PP242","S2218","L1700-09",308.34,"1092351-67-1","free base","mTOR;Autophagy","MTOR","Synthetic small molecule","Mammalian","Kinase","PP242 is a selective mTOR inhibitor with IC50 of 8 nM; targets both mTOR complexes with >10- and 100-fold selectivity for mTOR than PI3Kδ or PI3KA/Beta/gamma; respectively.","N1=CN=C2C(=C1N)C(=NN2C(C)C)C3NC4=C(C=3)C=C(C=C4)O",201,"http://www.selleckchem.com/products/PP242.html","PI3K/Akt/mTOR",3,"c17","ENTER_SCREEN_NAME","Confluency",46.93989,44.54607,45.89054,45.94673,46.79282,46.46357,46.26315,45.17102,45.56066,44.9644,44.81022,44.68838,44.83988,"Sytox Green",59.86861,331.8299,399.1241,455.2799,489.6231,509.5793,521.1818,517.9331,503.5461,469.6669,442.7493,426.0417,411.6547,"mCherry",7,12,7,11,9,6,4,5,2,1,1,1,1
"834","2","Clozapine ","S2459","L1700-11",326.82,"5786-21-0","free base","5-HT Receptor","5-HT Receptor","Synthetic small molecule","Mammalian","Receptor","Clozapine (Clozaril) is a potent 5-HT1C receptor antagonist with an IC50 of 110 nM for 5-HT-stimulated phosphoinositide hydrolysis.","N1C2=C(C(=NC3=C1C=CC(=C3)Cl)N4CCN(CC4)C)C=CC=C2",198,"http://www.selleckchem.com/products/Clozapine(Clozaril).html","Neuronal Signaling",3,"c18","ENTER_SCREEN_NAME","Confluency",54.51001,48.68866,48.31528,48.98267,49.49384,48.92859,48.67294,48.82672,48.99062,49.00003,48.70536,48.75908,48.4838,"Sytox Green",35.73553,163.3624,193.5288,220.9105,261.7511,279.3869,304.4482,323.9402,326.7248,324.8684,331.3658,327.1889,322.5479,"mCherry",0,3,3,4,3,4,3,2,0,1,0,0,0
"835","2","VX-765","S2228","L1700-09",509,"273404-37-8;851091-96-8","free base","Caspase","Caspase","Synthetic small molecule","Mammalian","Cell death","VX-765 is a potent and selective inhibitor of caspase-1 with Ki of 0.8 nM.","C1(=CC(=C(C=C1)N)Cl)C(N[C@H](C(=O)N2[C@@H](CCC2)C(N[C@H]3CC(O[C@@H]3OCC)=O)=O)C(C)(C)C)=O",196,"http://www.selleckchem.com/products/VX-765.html","Apoptosis",3,"c19","ENTER_SCREEN_NAME","Confluency",58.24092,52.13554,51.59452,52.09138,51.73023,52.11677,52.02573,51.60433,51.77962,51.98569,51.79669,52.82632,53.00485,"Sytox Green",21.8126,98.85282,187.4955,269.1767,336.4709,379.1679,407.9419,427.8981,439.0365,440.8929,437.6442,446.4621,452.0312,"mCherry",17,46,33,30,25,23,25,22,16,14,15,12,8
"836","2","Hexestrol","S2473","L1700-11",270.37,"84-16-2","free base","Estrogen/progestogen Receptor","Estrogen/progesterone receptor","Synthetic small molecule","Mammalian","Receptor","Hexestrol binds to ERA and ERBeta with EC50 of 0.07 nM and 0.175 nM; respectively.","C1=CC(=CC=C1O)[C@@H]([C@H](CC)C2=CC=C(C=C2)O)CC",155,"http://www.selleckchem.com/products/Hexestrol(Bibenzyl).html","Endocrinology & Hormones",3,"c20","ENTER_SCREEN_NAME","Confluency",51.73978,45.92819,45.4454,45.91805,45.62107,46.37416,46.3979,46.2825,45.88482,46.08791,45.7239,45.59491,45.66032,"Sytox Green",42.69699,154.0805,188.4237,241.7949,282.1714,323.9402,344.8246,359.2117,348.0733,355.963,345.7528,332.294,336.4709,"mCherry",4,4,6,5,6,4,3,3,2,2,0,0,0
"837","2","Fesoterodine Fumarate ","S2240","L1700-09",527.65,"286930-03-8","fumarate","AChR","Acetylcholine Receptor","","Mammalian","Receptor","Fesoterodine fumarate (Toviaz) is an antimuscarinic agent and is rapidly de-esterified to its active metabolite 5-hydroxymethyl tolterodine that is a muscarinic receptor antagonist.","C1(=C(C=CC=C1)[C@@H](CCN(C(C)C)C(C)C)C2=C(C=CC(=C2)CO)OC(C(C)C)=O).C(=C/C(O)=O)/C(O)=O",200,"http://www.selleckchem.com/products/Fesoterodine-fumarate-Toviaz.html","Neuronal Signaling",3,"c21","ENTER_SCREEN_NAME","Confluency",65.64879,59.30125,57.66612,58.75755,58.72458,58.79081,58.18204,57.96394,57.56967,57.18813,57.03811,57.66091,57.91408,"Sytox Green",60.79681,240.8667,284.0278,336.0068,384.2729,439.5006,453.4235,457.6004,457.1363,463.1696,450.6389,449.2466,443.2134,"mCherry",5,11,12,11,9,8,5,5,4,3,2,1,2
"838","2","Mitoxantrone HCl","S2485","L1700-11",517.4,"70476-82-3","hydrochloride","Others","TOP2","Synthetic small molecule","Mammalian","Nucleic acid metabolism","Mitoxantrone HCl is a classic folic acid antagonist.","C1(=CC(=C2C(=C1O)C(C3=C(C2=O)C(=CC=C3NCCNCCO)NCCNCCO)=O)O).Cl.Cl",172,"http://www.selleckchem.com/products/Mitoxantrone.html","Others",3,"c22","ENTER_SCREEN_NAME","Confluency",74.47785,67.99271,69.47795,72.71407,75.38457,77.38682,78.56114,78.86957,79.28568,79.61154,79.4615,79.79984,79.9465,"Sytox Green",0,0,0,0,0,0,0,0,0,0,0,0,0,"mCherry",128,0,0,0,0,0,0,0,0,0,0,0,0
"839","2","ZM 39923 HCl","S8004","L1700-21",367.91,"1021868-92-7","hydrochloride","JAK","JAK","Synthetic small molecule","Mammalian","Kinase","ZM 39923 is an JAK1/3 inhibitor with pIC50 of 4.4/7.1; almost no activity to JAK2 and modestly potent to EGFR; also found to be sensitive to transglutaminase.","C(CCN(C(C)C)CC1C=CC=CC=1)(=O)C2(C=C3C=CC=CC(=CC=2)3).Cl",81,"http://www.selleckchem.com/products/zm-39923-hcl.html","JAK/STAT",3,"c23","ENTER_SCREEN_NAME","Confluency",72.86263,66.88836,66.61559,67.14886,67.71396,67.46091,67.92066,66.93831,67.13166,66.97988,66.7659,67.70533,67.20902,"Sytox Green",91.89136,221.8387,265.928,364.7809,459.4568,536.497,577.3376,580.1222,604.2553,592.1888,577.3376,581.9786,579.194,"mCherry",2,4,4,7,7,6,5,5,3,3,2,2,1
"840","2","TAK-438","S8016","L1700-21",461.46,"1260141-27-2","fumarate","Potassium Channel","Potassium Channel","","Mammalian","Channel","TAK-438 is a novel P-CAB (potassium-competitive acid blocker) that reversibly inhibits H+/K+; ATPase with IC50 of 19 nM (pH 6.5); controls gastric acid secretion. Phase 3.","N(CC1=CN(C(=C1)C2C(=CC=CC=2)F)S(=O)(=O)C3C=NC=CC=3)C.C(/C=C/C(=O)O)(=O)O",134,"http://www.selleckchem.com/products/tak-438.html","Transmembrane Transporters",3,"c24","ENTER_SCREEN_NAME","Confluency",66.00276,60.13097,61.09026,60.77244,61.22546,60.15442,61.29028,60.89309,60.72588,60.33731,60.96501,61.06754,60.72047,"Sytox Green",76.57613,247.3641,288.6688,353.6425,429.7545,481.2694,515.1485,532.7842,534.6406,533.7125,519.7895,524.4305,523.0382,"mCherry",0,3,5,5,10,5,4,2,2,1,1,1,0
"841","2","(+)-Usniacin","S2252","L1700-10",344.32,"7562-61-0","free base","Others","Other","Natural product","N/A","Other","(+)-Usniacin is a naturally occurring dibenzofuran derivative found in several lichen species.","C1(C(C=C2[C@@](C=1O)(C3=C(O2)C(=C(C(=C3O)C)O)C(C)=O)C)=O)C(=O)C",10,"http://www.selleckchem.com/products/(+)-Usniacin(D-Usnic-acid).html","Others",3,"d1","ENTER_SCREEN_NAME","Confluency",69.52078,64.37957,64.5751,64.23576,65.48784,65.2321,64.50043,64.24924,64.47803,64.52802,64.09989,65.53697,65.4185,"Sytox Green",90.49906,213.0209,246.9,316.0506,394.4831,470.5951,496.1205,511.4357,520.2536,515.1485,500.2974,507.2589,509.5793,"mCherry",4,3,3,6,6,6,4,4,3,3,0,0,1
"842","2","Oxymetazoline HCl","S2495","L1700-12",296.84,"2315-02-8","hydrochloride","Adrenergic Receptor","Adrenergic Receptor","","Mammalian","Receptor","Oxymetazoline hydrochloride is an A1 and A2 adrenergic receptor agonist.","C1(=C(C(=C(C(=C1)C)CC2NCCN=2)C)O)C(C)(C)C.Cl",198,"http://www.selleckchem.com/products/Oxymetazoline-hydrochloride.html","Neuronal Signaling",3,"d2","ENTER_SCREEN_NAME","Confluency",72.16988,66.72445,66.7122,67.58916,68.062,67.77446,67.7065,66.63876,67.27339,67.21939,66.31713,65.99098,66.68706,"Sytox Green",117.4167,234.8335,294.7021,402.8369,501.6897,577.8017,624.6756,639.5267,659.947,653.9138,644.6318,642.3113,636.278,"mCherry",7,8,13,14,14,13,11,7,7,7,4,4,3
"843","2","Arbutin","S2263","L1700-10",272.25,"497-76-7","free base","Others","Tyrosinase","Synthetic small molecule","Mammalian","Metabolism-related","Arbutin is a tyrosinase inhibitor with an IC50 of 1.09 mM.","[C@H]1([C@H]([C@@H]([C@H]([C@@H](O1)OC2=CC=C(C=C2)O)O)O)O)CO",202,"http://www.selleckchem.com/products/Arbutin(Uva;-p-Arbutin).html","Others",3,"d3","ENTER_SCREEN_NAME","Confluency",64.97594,60.6037,59.53688,61.56387,61.37472,62.95446,61.78768,62.38522,62.43702,62.26268,62.5549,62.3138,62.65373,"Sytox Green",83.0735,201.8825,252.0051,340.6478,431.6109,497.9769,525.3587,554.5969,555.9891,562.9506,566.1993,552.7404,559.7019,"mCherry",4,5,8,10,10,9,9,6,5,4,5,5,3
"844","2","Ribavirin ","S2504","L1700-12",244.21,"36791-04-5","free base","Others","Other","","Virus","Other","Ribavirin (Copegus) is an anti-viral agent indicated for severe RSV infection (individually); hepatitis C infection and other viral infections.","O1[C@@H]([C@H]([C@H]([C@H]1N2C=NC(=N2)C(N)=O)O)O)CO",200,"http://www.selleckchem.com/products/Ribavirin(Copegus).html","Others",3,"d4","ENTER_SCREEN_NAME","Confluency",63.81804,57.63292,57.66919,58.21828,58.77297,58.93095,59.42476,59.5279,59.73402,59.21659,58.88972,58.86325,59.70731,"Sytox Green",58.01222,168.4675,205.1312,276.1382,351.322,409.7983,432.075,457.1363,478.9489,481.2694,481.7335,492.4077,506.3307,"mCherry",4,4,5,5,6,5,2,1,1,1,1,1,1
"845","2","Berberine HCl","S2271","L1700-10",371.82,"633-65-8","hydrochloride","Others","Other","Natural product","Mammalian","Other","Berberine Hydrochloride is a quaternary ammonium salt from the group of isoquinoline alkaloids.","C1(=C(C(=C2C(=C1)C=C3[N+](=C2)CCC4=C3C=C5C(=C4)OCO5)OC)OC).[Cl-]",199,"http://www.selleckchem.com/products/Berberine-Hydrochloride.html","Others",3,"d5","ENTER_SCREEN_NAME","Confluency",58.87682,53.56134,53.72935,54.00331,53.83538,53.86755,53.83659,53.74174,53.30498,53.13526,53.13712,53.46119,53.60172,"Sytox Green",109.9912,257.1102,302.5917,392.6267,449.7107,498.441,526.751,527.2151,529.5356,523.5023,519.7895,515.6126,502.6179,"mCherry",4,4,7,8,8,8,5,7,6,4,3,4,3
"846","2","Maprotiline HCl","S2517","L1700-12",313.86,"10347-81-6","hydrochloride","Adrenergic Receptor","SLC6A2 (NET)","Synthetic small molecule","Mammalian","Signaling-related","Maprotiline hydrochloride (Deprilept; Ludiomil; Psymion) is a selective noradrenaline re-uptake inhibitor and a tetracyclic antidepressant.","C1(=CC=C2C(=C1)C3(C4=C(C2CC3)C=CC=C4)CCCNC).Cl",200,"http://www.selleckchem.com/products/Maprotiline-hydrochloride.html","Neuronal Signaling",3,"d6","ENTER_SCREEN_NAME","Confluency",59.57467,54.48399,53.56851,53.68791,54.13006,54.22402,54.23147,54.71795,54.81009,54.89021,54.69519,54.55681,55.38691,"Sytox Green",29.23816,210.2363,248.7564,294.238,351.7861,400.0523,439.9647,460.8491,466.8824,460.8491,459.9209,454.3517,454.3517,"mCherry",1,1,3,6,7,4,3,3,3,2,2,1,1
"847","2","Cytisine","S2287","L1700-10",190.24,"485-35-8","free base","Others","Acetylcholine Receptor","","Mammalian","Receptor","Cytisine is a nicotinic acetylcholine receptor agonist.","C12N(C(C=CC=1)=O)C[C@@H]3CNC[C@H]2C3",199,"http://www.selleckchem.com/products/Cytisine(Baphitoxine;-Sophorine).html","Others",3,"d7","ENTER_SCREEN_NAME","Confluency",62.13131,55.0836,54.22086,53.99304,54.65996,55.41893,54.8318,54.94069,55.14634,55.66162,54.95507,55.48826,55.97789,"Sytox Green",43.62519,260.8229,295.1662,356.4271,416.2957,452.4953,492.4077,497.9769,491.0154,488.6949,474.772,474.3079,459.9209,"mCherry",2,8,9,9,6,7,4,5,2,4,1,0,1
"848","2","Ciclopirox","S2528","L1700-12",207.27,"29342-05-0","free base","Others","Metal (Fe chelator)","Synthetic small molecule","Metal (Fe)","Metal (Fe)","Ciclopirox (Penlac) is a synthetic antifungal agent.","C1CCCC(C1)C2N(C(C=C(C=2)C)=O)O",202,"http://www.selleckchem.com/products/Ciclopirox-Penlac.html","Others",3,"d8","ENTER_SCREEN_NAME","Confluency",58.078,52.53951,51.42749,51.83658,51.3697,51.35741,51.04295,50.54576,50.8102,50.26165,49.68173,49.98643,50.18456,"Sytox Green",57.54812,169.8598,200.0261,252.0051,299.343,359.6758,398.1959,439.9647,477.5566,499.3692,503.082,523.5023,544.8508,"mCherry",4,5,1,0,0,0,0,0,0,0,0,0,0
